Generators,Mode,Cents,Closest 12 edo scale,Euclidean Distance
15 25 39 51,5,0 282 430 712 746 1166,0 300 400 700 700 1200,68.118
3 33 49 53,3,0 36 172 685 820 856,0 0 200 700 800 900,68.125
3 35 49 53,5,0 411 546 582 1028 1064,0 400 500 600 1000 1100,68.125
11 17 25 29,3,0 221 478 668 924 1146,0 200 500 700 900 1100,68.125
11 17 25 41,3,0 221 324 546 668 1078,0 200 300 500 700 1100,68.125
11 19 25 29,4,0 222 476 479 732 954,0 200 500 500 700 1000,68.125
11 19 29 53,4,0 322 479 576 732 1054,0 300 500 600 700 1100,68.125
11 31 51 53,1,0 256 272 527 594 1134,0 300 300 500 600 1100,68.125
13 19 41 47,4,0 44 176 412 832 1069,0 0 200 400 800 1100,68.125
17 25 37 41,1,0 178 324 521 668 846,0 200 300 500 700 800,68.125
25 31 37 51,4,0 34 373 556 894 928,0 0 400 600 900 900,68.125
27 29 37 53,2,0 32 421 454 578 1076,0 0 400 500 600 1100,68.125
1 3 31 51,5,0 364 702 757 807 862,0 400 700 800 800 900,68.132
1 9 11 37,4,0 47 649 696 900 996,0 0 600 700 900 1000,68.132
1 13 21 45,5,0 251 370 610 729 980,0 300 400 600 700 1000,68.132
3 11 25 37,5,0 230 300 451 979 1130,0 200 300 500 1000 1100,68.132
3 13 21 23,4,0 74 213 231 370 444,0 100 200 200 400 400,68.132
1 7 33 49,2,0 53 231 284 516 969,0 100 200 300 500 1000,68.14
1 15 31 51,3,0 55 111 862 918 973,0 100 100 900 900 1000,68.14
3 35 43 45,2,0 78 190 435 547 625,0 100 200 400 500 600,68.14
7 27 33 49,2,0 116 284 347 969 1031,0 100 300 300 1000 1000,68.14
13 27 33 47,4,0 66 613 678 853 1025,0 100 600 700 900 1000,68.14
11 25 27 37,5,0 167 300 521 845 1067,0 200 300 500 800 1100,68.147
7 35 37 43,1,0 126 386 482 843 940,0 100 400 500 800 900,68.154
9 11 49 53,2,0 344 530 666 878 1013,0 300 500 700 900 1000,68.154
15 29 45 47,3,0 59 423 761 1125 1183,0 100 400 800 1100 1200,68.154
17 29 47 51,4,0 223 561 783 925 1059,0 200 600 800 900 1100,68.154
17 41 47 51,4,0 183 325 561 823 1059,0 200 300 600 800 1100,68.154
25 29 41 51,5,0 566 600 822 943 1166,0 600 600 800 900 1200,68.154
9 13 25 37,1,0 521 568 589 636 1158,0 500 600 600 600 1200,68.162
1 21 29 35,1,0 170 325 729 884 1055,0 200 300 700 900 1100,68.169
1 31 45 51,4,0 338 591 929 984 1145,0 300 600 900 1000 1100,68.169
5 31 43 47,5,0 355 480 634 921 1075,0 400 500 600 900 1100,68.169
9 15 19 39,3,0 45 138 791 884 929,0 0 100 800 900 900,68.169
11 17 21 29,3,0 366 479 845 925 1120,0 400 500 800 900 1100,68.169
13 15 25 45,4,0 67 702 769 952 1017,0 100 700 800 1000 1000,68.169
15 39 51 53,4,0 388 455 669 919 1134,0 400 500 700 900 1100,68.169
1 7 11 39,2,0 209 551 626 969 1177,0 200 600 600 1000 1200,68.176
9 21 41 49,4,0 225 267 891 933 1158,0 200 300 900 900 1200,68.176
11 15 39 41,4,0 86 537 623 745 1077,0 100 500 600 700 1100,68.176
13 43 45 47,5,0 79 175 254 329 1125,0 100 200 300 300 1100,68.176
1 33 45 51,2,0 54 217 270 664 807,0 100 200 300 700 800,68.191
3 25 35 49,5,0 512 546 582 1129 1165,0 500 500 600 1100 1200,68.191
5 7 19 49,1,0 352 529 880 969 1112,0 400 500 900 1000 1100,68.191
5 7 21 23,4,0 84 341 425 582 1042,0 100 300 400 600 1000,68.191
5 21 45 49,2,0 120 204 267 352 471,0 100 200 300 400 500,68.191
5 23 39 41,0,0 42 86 241 285 328,0 0 100 200 300 300,68.191
7 35 49 51,2,0 317 386 548 969 1130,0 300 400 500 1000 1100,68.191
9 25 39 45,1,0 248 386 430 569 817,0 200 400 400 600 800,68.191
27 31 33 53,4,0 239 821 1060 1092 1168,0 200 800 1100 1100 1200,68.191
1 13 25 43,5,0 444 511 773 871 1132,0 400 500 800 900 1100,68.198
1 13 43 53,1,0 327 329 656 689 1168,0 300 300 700 700 1200,68.198
3 11 21 31,1,0 81 231 606 757 838,0 100 200 600 800 800,68.198
3 11 21 41,1,0 81 122 231 273 354,0 100 100 200 300 400,68.198
5 23 27 35,4,0 46 278 519 727 969,0 0 300 500 700 1000,68.198
9 13 21 41,0,0 41 563 605 830 974,0 0 600 600 800 1000,68.198
15 23 35 51,5,0 282 473 755 933 1022,0 300 500 800 900 1000,68.198
17 29 39 53,3,0 275 431 513 669 944,0 300 400 500 700 900,68.206
17 21 23 41,2,0 166 324 366 1001 1042,0 200 300 400 1000 1000,68.213
25 29 31 51,5,0 605 827 861 943 977,0 600 800 900 900 1000,68.213
1 11 33 47,2,0 53 114 167 666 702,0 100 100 200 700 700,68.22
5 11 19 43,5,0 821 946 986 1035 1074,0 800 900 1000 1000 1100,68.22
9 25 29 39,3,0 375 513 632 770 1144,0 400 500 600 800 1100,68.22
1 21 23 31,5,0 471 525 628 683 1154,0 500 500 600 700 1200,68.228
5 31 43 45,5,0 430 555 633 996 1075,0 400 600 600 1000 1100,68.228
25 27 29 49,5,0 775 908 943 1031 1066,0 800 900 900 1000 1100,68.228
17 21 23 49,2,0 157 267 523 633 790,0 200 300 500 600 800,68.235
17 33 47 49,4,0 52 568 612 1128 1180,0 100 600 600 1100 1200,68.235
3 11 15 19,0,0 132 386 536 795 946,0 100 400 500 800 900,68.242
13 17 23 25,5,0 456 523 668 988 1132,0 500 500 700 1000 1100,68.242
15 21 39 51,2,0 336 454 790 919 1072,0 300 500 800 900 1100,68.242
19 29 33 47,1,0 144 368 612 732 977,0 100 400 600 700 1000,68.242
5 13 23 41,0,0 42 241 788 987 1030,0 0 200 800 1000 1000,68.25
9 15 35 43,1,0 267 308 575 624 1152,0 300 300 600 600 1200,68.25
9 23 25 39,1,0 286 424 430 569 855,0 300 400 400 600 900,68.25
9 23 39 53,2,0 286 424 531 670 955,0 300 400 500 700 1000,68.25
11 21 39 51,0,0 80 735 816 944 1071,0 100 700 800 900 1100,68.25
13 19 31 47,1,0 304 480 657 832 1137,0 300 500 700 800 1100,68.25
13 25 29 51,5,0 910 943 977 1132 1166,0 900 900 1000 1100 1200,68.25
13 25 41 51,3,0 34 68 823 857 890,0 0 100 800 900 900,68.25
13 29 51 53,1,0 34 157 190 223 1168,0 0 200 200 200 1200,68.25
17 21 23 29,3,0 366 402 768 925 1043,0 400 400 800 900 1000,68.25
21 37 39 51,0,0 516 644 735 980 1071,0 500 600 700 1000 1100,68.25
3 7 29 39,1,0 299 360 627 873 1140,0 300 400 600 900 1100,68.257
7 19 31 41,2,0 131 484 671 1024 1155,0 100 500 700 1000 1200,68.257
13 19 29 47,2,0 176 468 643 833 1011,0 200 500 600 800 1000,68.257
13 27 29 53,4,0 32 1011 1043 1076 1167,0 0 1000 1000 1100 1200,68.257
19 31 39 47,0,0 44 367 397 720 765,0 0 400 400 700 800,68.257
21 33 49 51,4,0 69 418 487 754 933,0 100 400 500 800 900,68.257
1 33 39 47,4,0 289 535 824 877 1147,0 300 500 800 900 1100,68.264
3 5 17 31,1,0 160 315 475 757 919,0 200 300 500 800 900,68.264
11 13 17 25,3,0 221 289 668 735 957,0 200 300 700 700 1000,68.264
5 29 37 43,3,0 125 260 644 778 904,0 100 300 600 800 900,68.272
9 21 23 39,4,0 128 776 904 1042 1061,0 100 800 900 1000 1100,68.272
3 23 25 33,4,0 71 576 646 720 1127,0 100 600 600 700 1100,68.279
7 25 29 45,3,0 61 257 822 1018 1078,0 100 300 800 1000 1100,68.279
7 25 41 45,4,0 478 661 822 857 1018,0 500 700 800 900 1000,68.279
11 25 35 43,0,0 39 582 622 843 978,0 0 600 600 800 1000,68.279
23 27 49 53,1,0 33 110 142 278 1065,0 0 100 100 300 1100,68.279
25 35 37 43,0,0 322 582 678 843 939,0 300 600 700 800 900,68.279
1 21 33 41,5,0 354 729 771 783 824,0 400 700 800 800 800,68.286
3 7 11 29,5,0 455 721 782 872 933,0 500 700 800 900 900,68.286
3 13 21 37,3,0 139 220 359 590 969,0 100 200 400 600 1000,68.286
5 17 35 43,5,0 563 794 844 919 969,0 600 800 800 900 1000,68.286
9 15 35 51,1,0 267 603 870 919 1152,0 300 600 900 900 1200,68.286
9 21 29 31,5,0 259 374 525 641 900,0 300 400 500 600 900,68.286
9 33 37 53,5,0 333 380 531 1002 1153,0 300 400 500 1000 1200,68.286
11 25 49 51,5,0 910 944 979 1131 1165,0 900 900 1000 1100 1200,68.286
15 39 43 47,5,0 254 423 577 877 1031,0 300 400 600 900 1000,68.293
1 27 33 45,2,0 54 316 369 664 906,0 100 300 400 700 900,68.301
1 33 43 45,3,0 54 512 664 1122 1175,0 100 500 700 1100 1200,68.301
11 15 23 29,2,0 59 460 722 1124 1182,0 100 500 700 1100 1200,68.301
15 23 29 37,2,0 59 422 460 824 882,0 100 400 500 800 900,68.301
27 41 47 51,4,0 582 724 822 960 1059,0 600 700 800 1000 1100,68.301
29 41 51 53,4,0 67 600 666 822 1044,0 100 600 700 800 1000,68.301
5 15 27 49,5,0 169 351 520 702 870,0 200 400 500 700 900,68.308
5 15 29 45,3,0 439 498 938 996 1141,0 400 500 900 1000 1100,68.308
9 25 35 37,3,0 49 96 632 679 728,0 0 100 600 700 700,68.308
9 37 49 53,1,0 486 533 622 669 1156,0 500 500 600 700 1200,68.308
13 19 37 49,1,0 440 486 543 589 1030,0 400 500 500 600 1000,68.308
23 25 29 51,1,0 144 222 367 401 1166,0 100 200 400 400 1200,68.308
23 25 41 51,3,0 144 822 967 1001 1166,0 100 800 1000 1000 1200,68.308
3 5 45 49,5,0 169 204 316 1053 1165,0 200 200 300 1100 1200,68.315
31 33 41 45,5,0 376 484 537 645 1021,0 400 500 500 600 1000,68.315
3 7 13 35,5,0 419 547 685 933 1072,0 400 500 700 900 1100,68.323
7 15 29 53,5,0 925 985 1044 1081 1139,0 900 1000 1000 1100 1100,68.323
9 37 47 49,5,0 415 667 1081 1128 1153,0 400 700 1100 1100 1200,68.323
11 27 35 39,4,0 167 355 563 804 1013,0 200 400 600 800 1000,68.323
13 31 33 45,5,0 233 537 645 787 896,0 200 500 600 800 900,68.323
13 35 47 51,0,0 33 175 548 689 723,0 0 200 500 700 700,68.323
27 35 37 39,3,0 467 563 655 1013 1104,0 500 600 700 1000 1100,68.323
3 5 17 33,0,0 281 333 596 648 930,0 300 300 600 600 900,68.337
3 29 35 53,3,0 172 328 719 875 1046,0 200 300 700 900 1000,68.337
11 19 29 37,5,0 433 479 732 900 1154,0 400 500 700 900 1200,68.337
1 7 29 33,1,0 170 223 231 284 455,0 200 200 200 300 500,68.345
1 11 13 39,2,0 289 342 632 841 991,0 300 300 600 800 1000,68.345
9 25 37 39,5,0 541 632 679 1062 1109,0 500 600 700 1100 1100,68.345
11 13 15 39,3,0 165 455 664 702 911,0 200 500 700 700 900,68.345
15 31 43 45,4,0 68 567 623 645 702,0 100 600 600 600 700,68.345
21 23 29 43,3,0 117 158 519 559 676,0 100 200 500 600 700,68.345
1 11 29 47,3,0 114 478 666 1030 1144,0 100 500 700 1000 1100,68.352
1 11 43 51,3,0 256 512 768 807 1161,0 300 500 800 800 1200,68.367
1 37 43 51,1,0 261 512 556 807 1068,0 300 500 600 800 1100,68.367
11 27 33 53,5,0 466 498 820 845 1167,0 500 500 800 800 1200,68.367
13 15 29 35,4,0 189 248 874 933 1122,0 200 200 900 900 1100,68.367
13 19 35 49,1,0 440 543 582 685 1126,0 400 500 600 700 1100,68.367
15 19 37 51,4,0 46 282 328 691 837,0 0 300 300 700 800,68.367
19 23 37 47,1,0 330 368 377 414 745,0 300 400 400 400 700,68.367
3 19 27 31,2,0 239 443 592 796 1035,0 200 400 600 800 1000,68.374
5 11 23 41,3,0 42 165 1001 1123 1166,0 0 200 1000 1100 1200,68.374
5 23 37 41,1,0 135 199 334 377 1158,0 100 200 300 400 1200,68.374
5 29 33 49,3,0 291 333 625 848 976,0 300 300 600 800 1000,68.374
5 33 41 49,3,0 309 352 825 867 1176,0 300 400 800 900 1200,68.374
7 9 31 39,4,0 259 398 435 574 833,0 300 400 400 600 800,68.374
17 39 45 53,1,0 184 432 669 715 953,0 200 400 700 700 1000,68.374
21 23 27 29,1,0 34 158 435 799 1077,0 0 200 400 800 1100,68.374
3 35 45 51,5,0 331 435 547 984 1095,0 300 400 500 1000 1100,68.381
1 31 35 49,2,0 55 210 462 618 672,0 100 200 500 600 700,68.389
3 35 37 47,5,0 415 654 1068 1104 1164,0 400 700 1100 1100 1200,68.389
5 29 35 51,3,0 222 231 454 779 874,0 200 200 500 800 900,68.396
15 31 43 53,3,0 57 272 624 838 895,0 100 300 600 800 900,68.396
17 33 39 53,1,0 237 289 768 820 1058,0 200 300 800 800 1100,68.396
31 43 47 53,4,0 359 567 720 838 992,0 400 600 700 800 1000,68.396
29 31 33 45,5,0 422 537 645 976 1085,0 400 500 600 1000 1100,68.403
5 43 47 49,5,0 73 226 921 1075 1147,0 100 200 900 1100 1100,68.411
41 49 51 53,0,0 66 308 375 444 1130,0 100 300 400 400 1100,68.418
1 23 35 53,1,0 327 482 572 727 1054,0 300 500 600 700 1100,68.425
3 5 9 33,0,0 182 333 498 648 831,0 200 300 500 600 800,68.425
5 15 21 49,4,0 267 352 618 702 969,0 300 400 600 700 1000,68.425
7 11 27 39,4,0 219 574 636 782 845,0 200 600 600 800 800,68.425
9 15 27 35,1,0 267 702 969 1018 1152,0 300 700 1000 1000 1200,68.425
9 21 33 35,1,0 102 267 369 418 1152,0 100 300 400 400 1200,68.425
11 13 27 53,3,0 32 65 878 910 943,0 0 100 900 900 900,68.425
11 19 43 51,0,0 39 690 730 944 985,0 0 700 700 900 1000,68.425
11 21 27 49,2,0 80 267 845 1032 1112,0 100 300 800 1000 1100,68.425
13 17 23 53,1,0 213 432 644 677 1168,0 200 400 600 700 1200,68.425
19 37 43 51,0,0 430 644 690 939 985,0 400 600 700 900 1000,68.425
21 27 37 49,4,0 168 220 388 655 933,0 200 200 400 700 900,68.425
1 23 31 47,1,0 37 55 92 572 721,0 0 100 100 600 700,68.432
3 9 31 51,5,0 339 498 837 942 1095,0 300 500 800 900 1100,68.432
3 13 31 47,0,0 138 175 443 479 618,0 100 200 400 500 600,68.432
13 15 33 41,4,0 247 376 623 788 1035,0 200 400 600 800 1000,68.432
21 43 45 49,2,0 854 933 974 1081 1121,0 900 900 1000 1100 1100,68.432
3 21 37 39,3,0 91 219 841 969 1060,0 100 200 800 1000 1100,68.44
5 13 17 25,5,0 68 454 532 918 986,0 100 500 500 900 1000,68.44
7 15 19 49,3,0 231 409 641 760 1081,0 200 400 600 800 1100,68.44
11 27 29 53,4,0 32 722 754 878 1076,0 0 700 800 900 1100,68.44
1 17 33 45,3,0 54 105 664 715 768,0 100 100 700 700 800,68.454
3 35 39 47,5,0 324 654 977 1013 1164,0 300 700 1000 1000 1200,68.454
7 11 31 51,3,0 176 338 783 944 1121,0 200 300 800 900 1100,68.454
19 21 43 49,3,0 173 226 400 440 1159,0 200 200 400 400 1200,68.454
3 7 39 41,3,0 273 359 540 626 899,0 300 400 500 600 900,68.462
9 11 25 33,1,0 347 498 568 719 1067,0 300 500 600 700 1100,68.462
11 17 25 31,4,0 160 533 606 979 1139,0 200 500 600 1000 1100,68.462
17 25 31 37,3,0 160 306 533 679 839,0 200 300 500 700 800,68.462
19 25 39 43,0,0 555 724 769 985 1030,0 600 700 800 1000 1000,68.462
25 37 49 51,3,0 35 69 522 556 591,0 0 100 500 600 600,68.462
15 23 33 41,2,0 165 541 625 1001 1166,0 200 500 600 1000 1200,68.469
17 31 33 53,2,0 108 160 380 432 540,0 100 200 400 400 500,68.469
25 29 49 51,2,0 187 222 257 1131 1165,0 200 200 300 1100 1200,68.469
5 15 23 47,1,0 242 279 740 778 1020,0 200 300 700 800 1000,68.476
7 21 23 45,0,0 221 340 378 1042 1080,0 200 300 400 1000 1100,68.476
11 25 37 51,5,0 266 300 521 944 1166,0 300 300 500 900 1200,68.476
5 9 27 35,4,0 49 232 498 681 730,0 0 200 500 700 700,68.484
5 29 35 49,3,0 232 292 524 849 875,0 200 300 500 800 900,68.484
5 31 43 53,3,0 362 442 804 929 1075,0 400 400 800 900 1100,68.484
9 11 15 19,4,0 93 537 630 884 946,0 100 500 600 900 900,68.484
9 15 19 37,3,0 46 93 837 884 930,0 0 100 800 900 900,68.484
11 31 45 49,1,0 369 408 555 1014 1162,0 400 400 600 1000 1200,68.484
13 19 23 47,5,0 156 331 368 988 1025,0 200 300 400 1000 1000,68.484
13 19 45 53,1,0 251 624 875 908 1168,0 300 600 900 900 1200,68.484
15 17 19 37,2,0 46 193 837 984 1030,0 0 200 800 1000 1000,68.484
17 25 29 37,2,0 275 422 532 679 954,0 300 400 500 700 1000,68.484
19 25 29 37,3,0 422 468 679 725 1146,0 400 500 700 700 1100,68.484
19 37 41 47,5,0 655 786 832 1022 1069,0 700 800 800 1000 1100,68.484
1 23 43 47,1,0 117 154 629 666 783,0 100 200 600 700 800,68.491
3 7 31 41,1,0 96 273 539 757 1024,0 100 300 500 800 1000,68.491
15 25 31 43,3,0 57 373 624 939 996,0 100 400 600 900 1000,68.491
25 27 31 41,3,0 239 373 724 857 1096,0 200 400 700 900 1100,68.491
11 39 51 53,5,0 67 209 275 531 944,0 100 200 300 500 900,68.498
17 39 41 53,2,0 87 324 531 769 855,0 100 300 500 800 900,68.498
29 49 51 53,4,0 67 909 975 1044 1131,0 100 900 1000 1000 1100,68.498
37 39 51 53,5,0 67 531 644 1109 1175,0 100 500 600 1100 1200,68.498
5 23 29 37,5,0 267 401 643 823 1065,0 300 400 600 800 1100,68.505
5 23 33 49,4,0 110 352 625 867 976,0 100 400 600 900 1000,68.513
17 25 39 41,1,0 87 324 430 668 755,0 100 300 400 700 800,68.513
5 15 41 47,5,0 381 423 660 921 1158,0 400 400 700 900 1200,68.52
5 23 33 43,5,0 500 625 741 958 1075,0 500 600 700 1000 1100,68.52
3 11 23 25,3,0 74 979 1053 1123 1129,0 100 1000 1100 1100 1100,68.527
5 11 23 29,4,0 165 402 567 643 1123,0 200 400 600 600 1100,68.527
5 17 23 35,5,0 446 677 727 919 969,0 400 700 700 900 1000,68.527
9 21 23 31,3,0 158 425 675 941 1099,0 200 400 700 900 1100,68.527
23 25 39 51,2,0 591 736 770 1022 1056,0 600 700 800 1000 1100,68.535
3 5 33 43,5,0 126 552 677 867 1010,0 100 600 700 900 1000,68.542
5 7 15 41,1,0 77 120 618 659 1158,0 100 100 600 700 1200,68.542
7 21 37 43,4,0 220 458 677 718 1159,0 200 500 700 700 1200,68.542
9 21 31 35,1,0 210 267 477 526 1152,0 200 300 500 500 1200,68.542
9 23 37 53,1,0 377 424 622 670 1047,0 400 400 600 700 1000,68.542
9 29 47 51,4,0 142 365 603 826 968,0 100 400 600 800 1000,68.542
11 25 39 51,5,0 175 209 430 944 1166,0 200 200 400 900 1200,68.542
19 23 37 53,1,0 330 377 576 622 953,0 300 400 600 600 1000,68.542
25 37 39 51,2,0 34 91 125 556 770,0 0 100 100 600 800,68.542
1 7 39 41,2,0 86 429 626 969 1055,0 100 400 600 1000 1100,68.549
3 27 35 45,5,0 232 435 547 885 996,0 200 400 500 900 1000,68.549
7 13 15 17,3,0 128 247 864 983 1111,0 100 200 900 1000 1100,68.549
7 19 35 41,2,0 131 274 671 814 945,0 100 300 700 800 900,68.549
13 25 27 29,5,0 878 943 1011 1067 1134,0 900 900 1000 1100 1100,68.549
13 25 27 41,5,0 656 723 789 1067 1132,0 700 700 800 1100 1100,68.549
13 27 37 53,5,0 557 589 622 1134 1167,0 600 600 600 1100 1200,68.549
19 21 23 35,0,0 173 315 330 473 646,0 200 300 300 500 600,68.549
19 21 45 49,4,0 26 174 293 933 1053,0 0 200 300 900 1100,68.549
11 17 33 53,1,0 380 432 702 754 1134,0 400 400 700 800 1100,68.557
11 25 27 31,4,0 133 607 740 961 979,0 100 600 700 1000 1000,68.557
17 33 37 53,5,0 234 380 432 1002 1054,0 200 400 400 1000 1100,68.557
27 33 37 53,4,0 32 380 654 1002 1034,0 0 400 700 1000 1000,68.557
5 11 29 49,0,0 126 291 478 848 1034,0 100 300 500 800 1000,68.564
5 29 37 49,1,0 352 422 774 909 1066,0 400 400 800 900 1100,68.564
9 29 31 53,1,0 554 670 826 928 1085,0 600 700 800 900 1100,68.564
11 35 43 53,0,0 39 481 521 843 877,0 0 500 500 800 900,68.564
21 31 43 47,2,0 372 526 567 1006 1046,0 400 500 600 1000 1000,68.564
35 37 43 53,0,0 221 481 577 843 939,0 200 500 600 800 900,68.564
9 21 23 49,5,0 110 267 776 933 1043,0 100 300 800 900 1000,68.578
13 17 37 53,1,0 432 465 578 611 1043,0 400 500 600 600 1000,68.578
11 17 35 53,1,0 396 446 718 768 1165,0 400 400 700 800 1200,68.593
7 9 45 49,5,0 156 387 534 822 969,0 200 400 500 800 1000,68.6
7 31 43 45,3,0 379 567 946 1024 1122,0 400 600 900 1000 1100,68.6
9 25 37 49,1,0 487 522 534 569 1056,0 500 500 500 600 1100,68.6
23 25 49 51,0,0 34 69 144 178 213,0 0 100 100 200 200,68.6
25 41 49 51,2,0 34 69 857 892 926,0 0 100 900 900 900,68.6
3 9 11 37,5,0 300 701 1001 1049 1152,0 300 700 1000 1000 1200,68.608
5 13 27 53,1,0 33 455 487 520 1168,0 0 500 500 500 1200,68.608
7 15 41 53,3,0 120 215 661 756 875,0 100 200 700 800 900,68.608
7 19 23 33,2,0 285 529 625 870 1154,0 300 500 600 900 1200,68.608
9 15 17 35,1,0 168 217 267 1101 1152,0 200 200 300 1100 1200,68.608
13 15 23 35,5,0 248 473 721 933 988,0 200 500 700 900 1000,68.608
13 15 29 33,3,0 165 224 953 1011 1176,0 200 200 1000 1000 1200,68.608
3 9 15 31,5,0 259 315 757 813 1072,0 300 300 800 800 1100,68.615
5 15 25 41,1,0 43 387 541 885 928,0 0 400 500 900 900,68.615
23 45 47 53,5,0 880 917 955 1125 1163,0 900 900 1000 1100 1200,68.615
17 25 39 45,1,0 248 430 485 668 916,0 200 400 500 700 900,68.622
1 3 11 33,1,0 0 498 551 648 701,0 0 500 600 600 700,68.629
1 3 33 37,5,0 300 498 551 948 1001,0 300 500 600 900 1000,68.629
3 7 23 31,2,0 103 176 443 860 1126,0 100 200 400 900 1100,68.629
3 23 25 31,1,0 74 373 446 517 1130,0 100 400 400 500 1100,68.629
7 31 43 47,3,0 303 566 870 1023 1046,0 300 600 900 1000 1000,68.629
11 25 31 51,5,0 572 606 827 944 1165,0 600 600 800 900 1200,68.629
17 33 35 51,3,0 52 102 499 549 600,0 100 100 500 500 600,68.629
1 7 11 49,4,0 231 552 783 969 1014,0 200 600 800 1000 1000,68.637
5 7 13 27,3,0 63 128 681 746 809,0 100 100 700 700 800,68.637
5 11 43 51,4,0 130 256 295 1035 1075,0 100 300 300 1000 1100,68.637
5 31 39 41,5,0 673 716 759 1114 1157,0 700 700 800 1100 1200,68.637
5 37 43 51,2,0 135 295 430 556 1075,0 100 300 400 600 1100,68.637
13 25 43 45,3,0 183 871 1054 1121 1132,0 200 900 1100 1100 1100,68.637
13 43 45 53,1,0 46 79 329 917 1168,0 0 100 300 900 1200,68.637
1 13 33 47,4,0 53 413 665 1025 1078,0 100 400 700 1000 1100,68.644
1 3 11 37,5,0 300 498 798 948 1049,0 300 500 800 900 1000,68.651
1 9 33 45,3,0 54 204 664 814 867,0 100 200 700 800 900,68.651
5 9 47 49,5,0 280 667 946 1018 1128,0 300 700 900 1000 1100,68.651
7 17 37 49,4,0 85 232 568 718 1054,0 100 200 600 700 1100,68.651
19 41 43 47,1,0 132 154 285 368 1118,0 100 200 300 400 1100,68.651
3 7 23 39,4,0 74 341 359 626 700,0 100 300 400 600 700,68.659
3 11 13 21,0,0 58 138 289 968 1119,0 100 100 300 1000 1100,68.659
3 21 29 33,3,0 328 418 746 969 977,0 300 400 700 1000 1000,68.659
5 29 37 41,5,0 466 600 643 1022 1065,0 500 600 600 1000 1100,68.659
7 29 45 53,3,0 61 156 822 917 978,0 100 200 800 900 1000,68.659
11 15 19 27,1,0 71 254 608 663 1018,0 100 300 600 700 1000,68.659
11 17 41 53,3,0 322 324 647 769 1078,0 300 300 600 800 1100,68.659
15 19 27 37,2,0 363 608 971 1018 1154,0 400 600 1000 1000 1200,68.659
17 37 41 53,1,0 178 324 622 769 947,0 200 300 600 800 900,68.659
5 11 29 41,3,0 122 165 601 643 766,0 100 200 600 600 800,68.666
3 9 11 33,0,0 203 551 701 701 852,0 200 600 700 700 900,68.673
3 25 29 33,2,0 153 224 481 873 1129,0 200 200 500 900 1100,68.673
3 25 33 41,3,0 71 376 447 719 927,0 100 400 400 700 900,68.673
23 31 33 45,5,0 21 537 575 645 684,0 0 500 600 600 700,68.673
9 11 37 49,2,0 47 186 234 534 900,0 0 200 200 500 900,68.68
9 13 15 21,2,0 316 370 686 934 953,0 300 400 700 900 1000,68.68
11 33 51 53,5,0 432 498 754 878 1133,0 400 500 800 900 1100,68.68
25 27 39 45,0,0 114 247 430 884 1066,0 100 200 400 900 1100,68.68
11 13 51 53,4,0 33 878 911 944 1167,0 0 900 900 900 1200,68.695
15 39 43 53,2,0 169 531 624 986 1155,0 200 500 600 1000 1200,68.695
19 39 43 53,2,0 169 214 531 576 745,0 200 200 500 600 700,68.695
31 33 51 53,3,0 67 338 821 1092 1159,0 100 300 800 1100 1200,68.695
9 11 25 41,3,0 221 225 447 569 1078,0 200 200 400 600 1100,68.702
9 25 37 41,1,0 178 225 521 569 747,0 200 200 500 600 700,68.702
11 25 27 39,1,0 133 355 770 991 1125,0 100 400 800 1000 1100,68.702
17 29 37 53,2,0 275 421 431 578 853,0 300 400 400 600 900,68.702
25 27 37 39,3,0 91 133 225 655 770,0 100 100 200 700 800,68.702
1 31 37 47,5,0 252 306 666 721 972,0 300 300 700 700 1000,68.71
13 23 25 51,3,0 34 68 1022 1056 1089,0 0 100 1000 1100 1100,68.71
27 43 47 51,5,0 142 240 295 394 536,0 100 200 300 400 500,68.71
7 19 23 31,2,0 176 517 529 870 1046,0 200 500 500 900 1000,68.717
13 27 41 53,1,0 33 412 444 477 1168,0 0 400 400 500 1200,68.717
15 29 33 41,4,0 58 376 434 599 1035,0 100 400 400 600 1000,68.717
1 33 37 47,4,0 198 535 733 786 1147,0 200 500 700 800 1100,68.724
3 15 45 49,5,0 667 702 814 1053 1165,0 700 700 800 1100 1200,68.724
5 13 21 27,5,0 370 435 454 519 889,0 400 400 500 500 900,68.724
7 23 29 41,2,0 60 401 660 1001 1061,0 100 400 700 1000 1100,68.724
11 15 17 19,3,0 193 537 730 946 983,0 200 500 700 900 1000,68.724
